Value::5 3 2 0 ;C::164;D::0;IdealRepartition::[Rawls]:[164];GainFreq::[2.5,2.3,2.8,3.4,2.2,1.7,2.9,3.0,2.4,4.0,3.2,3.3,2.0,2.7,1.5,3.6,3.5,2.1,3.7,1.3,3.8,2.6,3.1,1.9,3.9]:[0.08536585365853659,0.06097560975609756,0.0975609756097561,0.06097560975609756,0.012195121951219513,0.012195121951219513,0.08536585365853659,0.08536585365853659,0.036585365853658534,0.012195121951219513,0.0975609756097561,0.07317073170731707,0.024390243902439025,0.08536585365853659,0.012195121951219513,0.036585365853658534,0.024390243902439025,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.012195121951219513];GuiltRep::[2.5,2.3,2.8,3.4,2.2,1.7,2.9,3.0,2.4,4.0,3.2,3.3,2.0,2.7,1.5,3.6,3.5,2.1,3.7,1.3,3.8,2.6,3.1,1.9,3.9]:[14,10,16,10,2,2,14,14,6,2,16,12,4,14,2,6,4,2,2,2,2,2,2,2,2];SumPayOffs::5360440;MinPayOffs::-77508;MaxPayOffs::64408;Iteration::90

Value::5 4 2 0 ;C::164;D::0;IdealRepartition::[Rawls]:[164];GainFreq::[1.7,3.0,2.7,2.3,2.6,2.1,1.9,2.5,2.9,3.4,3.3,2.4,3.2,2.8,3.7,1.6,3.5,3.1,2.0,3.9,2.2,3.6,1.8]:[0.012195121951219513,0.10975609756097561,0.0975609756097561,0.04878048780487805,0.04878048780487805,0.036585365853658534,0.024390243902439025,0.04878048780487805,0.06097560975609756,0.024390243902439025,0.04878048780487805,0.0975609756097561,0.04878048780487805,0.04878048780487805,0.012195121951219513,0.012195121951219513,0.036585365853658534,0.08536585365853659,0.024390243902439025,0.012195121951219513,0.036585365853658534,0.012195121951219513,0.012195121951219513];GuiltRep::[1.7,3.0,2.7,2.3,2.6,2.1,1.9,2.5,2.9,3.4,3.3,2.4,3.2,2.8,3.7,1.6,3.5,3.1,2.0,3.9,2.2,3.6,1.8]:[2,18,16,8,8,6,4,8,10,4,8,16,8,8,2,2,6,14,4,2,6,2,2];SumPayOffs::26740920;MinPayOffs::-316352;MaxPayOffs::205424;Iteration::190

Value::6 4 2 0 ;C::164;D::0;IdealRepartition::[Rawls]:[164];GainFreq::[1.9,2.9,2.2,2.6,3.4,3.0,3.2,2.7,3.7,2.5,3.5,2.8,3.6,2.3,2.4,3.1,2.0,3.3,3.9,4.0,3.8,2.1,1.7]:[0.024390243902439025,0.12195121951219512,0.06097560975609756,0.08536585365853659,0.06097560975609756,0.08536585365853659,0.06097560975609756,0.036585365853658534,0.036585365853658534,0.04878048780487805,0.04878048780487805,0.06097560975609756,0.07317073170731707,0.036585365853658534,0.04878048780487805,0.012195121951219513,0.012195121951219513,0.024390243902439025,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.012195121951219513];GuiltRep::[1.9,2.9,2.2,2.6,3.4,3.0,3.2,2.7,3.7,2.5,3.5,2.8,3.6,2.3,2.4,3.1,2.0,3.3,3.9,4.0,3.8,2.1,1.7]:[4,20,10,14,10,14,10,6,6,8,8,10,12,6,8,2,2,4,2,2,2,2,2];SumPayOffs::7421656;MinPayOffs::-180176;MaxPayOffs::78520;Iteration::100

Value::7 4 2 0 ;C::164;D::0;IdealRepartition::[Rawls]:[164];GainFreq::[2.9,3.0,3.2,2.4,2.6,2.2,1.6,3.6,2.8,2.5,2.7,3.3,3.1,3.4,2.3,1.7,3.5,1.9,2.0]:[0.07317073170731707,0.0975609756097561,0.0975609756097561,0.012195121951219513,0.07317073170731707,0.06097560975609756,0.012195121951219513,0.024390243902439025,0.12195121951219512,0.036585365853658534,0.0975609756097561,0.06097560975609756,0.0975609756097561,0.012195121951219513,0.06097560975609756,0.024390243902439025,0.012195121951219513,0.012195121951219513,0.012195121951219513];GuiltRep::[2.9,3.0,3.2,2.4,2.6,2.2,1.6,3.6,2.8,2.5,2.7,3.3,3.1,3.4,2.3,1.7,3.5,1.9,2.0]:[12,16,16,2,12,10,2,4,20,6,16,10,16,2,10,4,2,2,2];SumPayOffs::17567792;MinPayOffs::-210704;MaxPayOffs::138240;Iteration::130

Value::6 5 2 0 ;C::0;D::164;IdealRepartition::[Rawls]:[164];GainFreq::[3.2,2.8,3.0,3.4,2.0,2.7,2.9,3.7,2.5,3.6,3.5,2.1,2.6,3.3,3.1,2.3,2.2,3.8,1.6,2.4,3.9,1.8,1.9]:[0.10975609756097561,0.12195121951219512,0.0975609756097561,0.04878048780487805,0.024390243902439025,0.06097560975609756,0.0975609756097561,0.036585365853658534,0.036585365853658534,0.04878048780487805,0.024390243902439025,0.012195121951219513,0.07317073170731707,0.024390243902439025,0.06097560975609756,0.024390243902439025,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.024390243902439025,0.012195121951219513];GuiltRep::[3.2,2.8,3.0,3.4,2.0,2.7,2.9,3.7,2.5,3.6,3.5,2.1,2.6,3.3,3.1,2.3,2.2,3.8,1.6,2.4,3.9,1.8,1.9]:[18,20,16,8,4,10,16,6,6,8,4,2,12,4,10,4,2,2,2,2,2,4,2];SumPayOffs::586810;MinPayOffs::-191508;MaxPayOffs::78724;Iteration::180

Value::7 5 2 0 ;C::164;D::0;IdealRepartition::[Rawls]:[164];GainFreq::[2.4,3.0,2.7,3.1,3.6,2.1,3.7,3.8,2.5,2.3,2.6,3.3,3.2,3.5,2.9,2.2,2.8,3.4,1.9]:[0.07317073170731707,0.08536585365853659,0.06097560975609756,0.13414634146341464,0.036585365853658534,0.036585365853658534,0.024390243902439025,0.036585365853658534,0.08536585365853659,0.04878048780487805,0.036585365853658534,0.04878048780487805,0.06097560975609756,0.024390243902439025,0.07317073170731707,0.012195121951219513,0.07317073170731707,0.036585365853658534,0.012195121951219513];GuiltRep::[2.4,3.0,2.7,3.1,3.6,2.1,3.7,3.8,2.5,2.3,2.6,3.3,3.2,3.5,2.9,2.2,2.8,3.4,1.9]:[12,14,10,22,6,6,4,6,14,8,6,8,10,4,12,2,12,6,2];SumPayOffs::14296908;MinPayOffs::-394320;MaxPayOffs::137136;Iteration::130

